,mt_moto,mt_auto,mt_remorque,mt_assur_vie,mt_incendie,nb_RC_agri,nb_bateau,nb_RC_entreprise,pouvoir_achat,PCSouvr,niv_etud_bas,nbpers_au_foyer,proprietaire,mt_RC,sans_religion,nb_invalidite,type_client,PCSinter,concubin,assur_sante_prive
655,0,0,0,0,0,0,0,0,3,0,6,3,9,0,2,0,10,0,0,2
656,0,5,0,0,0,0,0,0,5,7,8,2,1,0,5,0,9,1,1,2
657,0,6,0,0,4,0,0,0,5,2,6,2,3,2,4,0,9,4,2,4
658,0,6,0,0,2,0,0,0,1,3,6,3,4,1,3,0,7,2,1,2
659,0,6,0,0,3,0,0,0,7,1,2,4,8,0,3,0,2,4,1,4
660,0,6,0,0,0,0,0,0,3,0,5,3,0,0,6,0,8,3,0,3
661,0,0,0,0,0,0,0,0,1,5,6,2,9,0,0,0,7,0,0,2
662,0,0,0,0,4,0,0,0,5,1,3,2,6,2,5,0,8,2,2,3
663,0,0,0,0,0,0,0,0,3,3,5,4,7,0,3,0,8,2,0,3
664,0,0,0,0,2,0,0,0,1,3,7,2,1,2,5,0,7,3,2,1
665,0,0,0,0,0,0,0,0,5,0,9,2,4,0,2,0,8,2,0,0
666,0,6,2,0,7,1,0,0,7,0,3,2,5,0,4,0,2,3,0,3
667,0,0,0,0,4,0,0,0,1,9,9,3,4,2,5,0,7,0,3,0
668,0,0,0,0,4,0,0,0,4,1,6,3,7,0,3,0,8,3,1,3
669,0,6,0,0,5,0,0,0,6,2,5,3,2,0,3,0,1,4,0,1
670,0,6,0,0,0,0,0,0,4,1,6,3,0,0,5,0,3,1,0,2
671,0,0,0,0,5,1,0,0,3,3,7,4,3,0,4,0,8,2,1,4
672,0,0,0,0,0,0,0,0,6,4,4,2,9,0,0,0,3,2,0,4
673,0,6,0,0,0,0,0,0,6,5,6,3,5,0,0,0,8,0,0,2
674,4,6,0,0,0,0,0,0,3,3,7,3,5,2,3,0,8,2,1,2
675,0,0,0,0,0,0,0,0,2,3,5,3,5,0,4,0,5,0,1,2
676,0,0,0,0,1,0,0,1,2,2,6,3,5,0,4,0,5,0,1,2
677,0,6,0,0,0,0,0,0,5,2,6,2,3,0,4,0,9,4,2,4
678,0,0,0,0,3,0,0,0,7,2,3,3,6,0,3,0,2,4,1,3
679,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,6,5,1,6
680,0,0,0,4,3,0,0,0,1,4,9,2,0,2,5,0,7,0,0,0
681,0,5,0,0,0,0,0,0,4,3,5,4,5,0,3,0,3,3,0,0
682,0,6,2,0,3,0,0,0,1,7,6,2,1,2,5,0,7,1,2,2
683,0,0,0,0,0,0,0,0,5,6,6,2,4,0,3,0,8,2,1,4
684,0,6,0,0,0,0,0,0,3,7,6,2,8,0,0,0,8,2,0,2
685,0,0,0,0,3,0,0,0,5,0,5,4,4,2,5,0,8,3,2,1
686,0,6,0,0,4,0,0,0,4,0,2,4,9,2,2,0,8,5,0,4
687,0,0,0,0,3,0,0,0,4,4,5,2,4,2,4,0,9,3,2,2
688,0,5,0,0,0,0,0,0,5,2,6,3,3,0,6,0,9,3,1,0
689,0,6,0,0,0,0,0,0,6,2,6,2,4,0,5,0,8,1,2,2
690,0,0,0,0,2,0,0,0,3,3,6,3,6,0,4,0,8,4,1,0
691,0,6,0,0,4,0,0,0,5,1,5,2,7,1,4,0,8,3,2,1
692,0,7,0,0,6,0,0,0,3,0,6,3,9,2,2,0,10,0,0,2
693,0,6,1,0,2,0,0,0,2,2,6,2,0,1,2,0,5,2,2,2
694,0,0,0,0,0,0,0,0,7,1,2,3,9,2,1,0,2,5,2,5
695,0,6,0,0,3,0,0,0,3,2,6,3,5,2,2,0,8,3,0,2
696,0,0,0,0,4,0,0,0,3,5,9,3,0,2,0,0,9,0,0,2
697,0,0,0,0,0,0,0,0,2,2,9,3,0,0,3,0,5,2,1,2
698,0,0,0,0,0,0,0,0,4,6,6,3,0,0,4,0,9,2,1,2
699,0,6,0,0,0,0,0,0,4,1,7,3,4,0,0,0,8,8,0,2
700,0,6,0,0,0,0,0,0,3,1,8,3,8,0,4,0,7,7,2,3
701,0,0,0,0,4,0,0,0,8,1,1,4,9,2,3,0,1,2,1,4
702,0,0,0,0,0,0,0,0,3,2,4,2,5,0,3,0,8,4,1,3
703,0,0,0,0,5,1,0,0,4,4,6,3,7,0,2,0,10,4,0,2
704,0,6,0,0,2,0,0,0,1,2,5,1,0,2,0,0,6,4,0,0
705,0,0,0,0,0,0,0,0,1,3,7,4,3,0,4,0,7,2,1,4
706,0,6,0,0,4,0,0,0,7,0,0,3,9,2,0,0,2,7,2,2
707,0,6,0,0,0,0,0,0,1,1,5,3,6,0,1,0,7,4,1,4
708,0,0,0,0,0,0,0,0,2,4,4,2,1,0,4,0,5,2,3,1
709,0,0,0,0,0,0,0,0,3,0,6,4,7,0,3,0,8,2,0,0
710,0,0,0,0,2,0,0,0,2,3,1,2,3,2,6,0,4,4,2,5
711,0,0,0,0,5,0,0,0,3,2,4,2,2,0,4,0,8,7,2,0
712,0,0,0,0,0,0,0,0,2,2,6,3,5,0,4,0,5,0,1,2
713,0,0,0,0,0,0,0,0,3,4,9,2,0,0,7,0,8,2,0,0
714,0,5,0,0,4,0,0,0,8,5,3,4,6,2,4,0,3,2,0,3
715,0,5,0,0,0,0,0,0,7,0,4,3,5,0,2,0,2,4,0,2
716,0,6,0,0,3,0,0,0,6,0,6,2,5,2,4,0,1,4,0,4
717,0,5,0,0,5,0,0,0,6,3,5,3,7,2,2,0,8,0,0,3
718,0,0,0,0,4,0,0,0,7,0,0,2,9,2,4,0,2,6,2,2
719,0,0,0,0,0,0,0,0,4,5,4,3,0,0,1,0,9,3,0,1
720,0,6,0,0,0,0,0,0,4,1,3,3,3,0,4,0,3,4,1,4
721,0,0,0,0,0,0,0,0,4,1,4,3,5,0,4,0,10,2,1,4
722,0,6,0,0,5,0,0,0,4,1,3,3,9,2,2,0,10,2,0,7
723,0,6,0,0,0,0,0,0,3,0,9,2,4,0,2,0,8,2,0,0
724,0,5,0,0,0,0,0,0,5,6,6,2,4,0,3,0,8,2,1,4
725,0,6,0,0,0,0,0,0,4,4,6,3,0,0,4,0,9,2,0,5
726,0,0,0,0,4,0,0,0,3,2,8,2,5,0,1,0,8,2,1,1
727,0,0,0,0,0,0,0,0,3,2,5,3,5,0,2,0,8,3,0,2
728,0,6,0,2,4,0,0,0,8,0,5,3,7,2,7,0,2,4,4,2
729,0,5,0,0,0,0,0,0,1,2,9,2,2,0,6,0,6,0,0,0
730,0,0,0,0,0,0,0,0,6,0,2,3,2,1,5,0,3,3,0,2
731,0,6,0,0,4,0,0,0,5,3,6,3,7,2,3,0,9,4,1,4
732,0,6,0,0,0,0,0,0,3,7,7,2,2,2,4,0,8,2,2,2
733,0,0,0,0,3,0,0,0,5,3,9,2,2,0,0,0,9,0,0,2
734,0,6,0,0,0,0,0,0,3,3,5,3,5,0,3,0,8,3,2,3
735,0,6,0,0,3,0,0,0,6,2,5,3,2,2,3,0,1,4,0,1
736,0,6,0,0,4,0,0,0,4,2,5,2,8,2,3,0,8,2,2,3
737,0,0,0,0,0,0,0,0,8,0,5,3,5,0,2,0,2,0,0,1
738,0,0,0,2,0,0,0,0,1,5,5,3,0,0,5,0,7,2,2,0
739,0,0,0,0,0,0,0,0,6,1,2,3,3,0,4,0,3,5,1,4
740,0,0,0,0,0,0,0,0,3,1,5,3,9,0,2,0,10,1,0,7
741,0,0,0,0,0,0,0,0,6,4,4,3,9,0,4,0,3,4,0,5
742,0,5,0,0,0,0,0,0,1,4,8,3,3,0,5,0,7,0,1,0
743,0,0,0,0,6,0,0,0,4,1,5,3,7,2,3,0,10,2,1,3
744,0,0,0,0,0,0,0,0,2,3,6,2,2,0,5,0,5,3,2,1
745,0,0,0,0,0,0,0,0,7,4,0,2,9,0,5,0,1,2,3,4
746,0,6,0,0,4,0,0,0,6,2,5,3,2,2,0,0,1,5,0,3
747,0,6,0,0,0,0,0,0,6,2,4,2,6,0,3,0,1,3,1,2
748,6,7,2,0,0,0,0,1,3,4,3,2,7,0,0,0,8,1,0,2
749,0,7,0,0,0,0,0,0,8,0,1,3,9,0,4,0,1,2,0,9
750,0,6,0,0,4,0,0,0,3,1,7,2,9,0,3,0,10,1,0,7
751,0,0,0,0,3,0,0,0,3,1,4,3,6,0,3,0,8,2,1,4
752,0,6,0,0,4,0,0,0,6,2,3,3,8,2,5,0,3,6,2,1
753,0,6,0,0,3,0,0,0,4,3,3,2,9,2,4,0,8,3,0,5
754,0,6,0,0,0,0,0,0,6,2,3,2,6,0,3,0,1,3,0,5
755,0,0,0,0,2,0,0,0,1,2,2,2,3,2,2,0,6,5,0,5
756,0,0,0,0,0,0,0,0,3,3,5,3,5,0,3,0,8,3,2,3
757,0,6,0,0,3,0,0,0,4,3,3,3,2,2,3,0,3,5,1,2
758,0,0,0,0,6,0,0,0,4,4,6,3,6,0,3,0,10,3,1,3
759,0,0,0,0,4,0,0,0,6,1,3,2,5,2,3,0,1,5,1,5
760,0,6,0,0,3,0,0,0,1,3,7,2,1,0,5,0,7,3,2,1
761,0,6,0,0,5,0,0,0,8,0,0,3,9,2,3,0,2,0,0,7
762,0,0,0,0,4,0,0,0,3,2,2,3,5,0,4,0,8,3,1,5
763,0,0,0,0,4,0,0,0,6,0,4,3,6,2,5,0,1,1,0,6
764,0,5,0,0,0,0,0,0,4,2,3,2,2,0,1,0,9,5,1,3
765,0,0,0,0,2,0,0,0,4,5,3,3,9,2,2,0,9,3,0,0
766,0,0,0,0,4,0,0,0,6,3,5,3,7,0,2,0,8,0,0,3
767,0,0,0,0,0,0,0,0,4,4,4,2,7,0,4,0,10,3,1,4
768,0,0,0,0,0,0,0,0,6,5,6,3,5,0,0,0,8,0,0,2
769,0,0,0,0,4,0,0,0,3,3,6,3,6,0,4,0,8,4,1,0
770,0,6,0,0,0,0,0,0,6,2,5,2,9,0,3,0,1,2,1,2
771,6,6,0,0,0,0,0,0,4,2,2,3,3,2,0,0,8,2,2,2
772,0,6,0,0,0,0,0,0,5,0,4,2,9,0,2,0,9,3,0,2
773,6,0,0,0,0,0,0,0,8,1,3,3,9,0,4,0,2,3,0,5
774,0,6,0,0,4,0,0,0,7,2,2,3,9,2,3,0,3,6,2,5
775,0,0,0,0,0,0,0,0,3,0,5,2,2,0,4,0,8,5,2,0
776,0,0,0,0,2,0,0,0,3,1,4,2,8,0,0,0,8,1,0,0
777,0,0,0,0,4,0,0,0,3,1,7,2,1,2,2,0,8,2,1,1
778,0,5,0,0,0,0,0,0,3,4,3,1,1,0,4,0,5,4,2,1
779,0,6,0,0,3,0,0,0,3,4,4,2,1,1,3,0,5,2,3,1
780,0,0,0,0,0,0,0,0,3,4,7,2,4,0,3,0,8,2,0,2
781,0,0,0,0,2,0,0,0,1,3,6,3,2,1,4,0,7,3,1,2
782,0,0,0,0,0,0,0,0,6,0,2,3,0,0,5,0,1,2,0,7
783,0,0,0,0,2,0,0,0,1,2,2,3,0,2,4,0,7,7,0,0
784,0,0,0,0,4,0,0,0,6,2,4,2,5,2,5,0,1,2,2,3
785,0,0,0,0,4,0,0,0,8,0,5,4,6,2,4,0,3,4,0,4
786,0,6,0,3,4,0,0,0,8,2,3,3,6,2,3,0,2,4,1,3
787,0,6,0,0,0,0,0,0,3,4,6,2,0,0,4,0,8,3,1,2
788,0,6,0,4,4,0,0,0,3,2,7,3,7,2,3,0,8,1,1,2
789,0,6,0,0,2,0,1,0,2,4,5,2,4,0,3,0,5,2,1,1
790,0,0,0,0,0,0,0,1,3,3,7,3,5,0,3,0,8,2,1,2
791,4,0,0,0,0,0,0,0,3,1,4,2,8,0,0,0,8,1,0,0
792,0,0,0,0,4,0,0,0,3,2,6,3,4,0,5,0,8,3,2,1
793,0,0,0,0,0,0,0,0,8,1,3,3,9,0,0,0,3,3,0,6
794,0,0,0,0,0,0,0,0,3,3,7,3,9,0,3,0,8,4,0,0
795,0,6,0,0,0,0,0,0,2,2,1,3,4,0,2,0,5,5,3,3
796,0,6,0,3,4,0,0,0,3,1,8,3,6,2,4,0,8,1,0,0
797,0,6,0,0,0,0,0,0,3,1,3,2,1,0,4,0,5,5,3,2
798,0,6,0,0,0,0,0,0,3,0,4,2,6,0,3,0,8,7,0,3
799,0,0,0,0,0,0,0,0,6,3,5,3,7,2,2,0,8,0,0,3
800,0,6,0,0,3,0,0,0,3,0,9,2,5,2,5,0,8,0,0,0
801,0,0,0,0,2,0,0,0,3,1,2,1,0,2,2,0,5,7,0,4
802,0,0,0,0,3,0,0,0,2,4,2,1,1,0,6,0,4,2,1,3
803,0,6,0,0,0,0,0,0,4,3,4,3,7,0,1,0,8,5,0,5
804,0,0,0,0,0,0,0,0,6,2,2,3,7,0,3,0,3,3,2,5
805,0,0,0,0,0,0,0,0,1,5,6,1,4,0,5,0,7,0,2,1
806,0,0,0,0,0,0,0,0,6,1,1,3,5,0,2,0,3,2,0,4
807,0,6,0,0,2,0,0,0,4,3,2,1,0,2,2,0,3,4,2,4
808,0,0,0,0,0,0,0,0,5,3,4,2,1,0,2,0,8,3,0,5
809,0,6,0,0,3,0,0,0,4,1,5,3,7,2,3,0,10,2,1,3
810,0,6,0,0,0,0,0,0,7,2,6,4,9,0,7,0,3,7,0,0
811,0,6,0,0,4,0,0,0,3,4,6,3,7,0,2,0,8,4,0,2
812,0,5,0,0,3,0,0,0,3,2,4,2,5,2,3,0,8,4,1,3
813,0,0,0,0,0,0,0,0,2,4,4,2,0,0,1,0,5,3,2,3
814,0,6,0,0,4,1,0,0,7,1,3,3,7,0,3,0,2,4,1,4
815,0,0,0,0,3,0,0,0,1,2,5,1,0,0,4,0,6,4,1,0
816,0,0,0,0,0,0,0,0,8,0,4,4,9,0,5,0,3,3,0,2
817,0,6,0,5,3,0,0,0,6,1,1,3,0,2,5,0,3,2,1,5
818,0,0,0,0,3,0,0,0,4,0,0,2,0,2,5,0,9,0,0,5
819,0,0,0,0,5,0,0,0,1,3,9,4,3,0,4,0,7,2,1,4
820,0,0,0,0,3,0,0,0,4,3,5,3,4,0,3,0,9,3,1,2
821,0,0,0,0,0,0,0,0,5,0,5,5,6,0,3,1,9,3,0,0
822,0,0,0,0,4,0,0,0,5,1,3,3,9,0,0,0,9,4,1,7
823,0,0,0,0,0,0,0,0,4,2,5,2,3,0,3,0,8,3,2,2
824,0,6,0,0,0,0,0,0,5,2,6,3,3,0,6,0,9,3,1,0
825,0,0,0,0,2,0,0,0,4,1,4,2,0,2,2,0,3,5,1,4
826,0,6,0,0,0,0,0,0,3,6,7,3,3,0,2,0,8,1,1,1
827,0,6,0,0,4,0,0,0,3,3,4,3,7,2,3,0,8,2,1,4
828,0,6,2,0,4,0,0,0,7,1,4,3,9,2,3,0,3,5,2,4
829,0,5,0,0,0,0,0,0,1,9,9,3,4,0,5,0,7,0,3,0
830,0,5,0,0,0,0,0,0,2,0,4,2,3,0,3,0,5,4,1,2
831,0,5,0,0,6,1,0,1,3,1,5,3,9,0,2,0,10,1,0,7
832,0,0,0,0,0,0,0,0,8,1,4,3,4,0,6,0,2,3,0,2
833,0,6,0,0,4,0,0,0,7,3,4,3,5,2,5,0,3,3,1,4
834,0,6,0,0,0,0,0,0,8,0,3,4,8,0,3,0,3,3,1,4
835,0,6,0,0,4,0,0,0,6,2,7,3,7,2,2,0,8,2,2,0
836,0,6,0,0,0,0,0,0,3,5,7,3,8,0,1,0,8,2,0,2
837,0,0,0,0,2,0,0,0,4,1,5,3,7,2,6,0,8,1,0,0
838,0,6,3,0,5,1,0,0,3,4,9,3,4,0,6,0,8,0,0,0
839,0,5,0,3,3,0,0,0,6,2,3,3,8,0,5,0,3,6,2,1
840,0,6,0,0,2,0,0,0,1,3,5,2,1,2,2,0,6,4,0,1
841,0,6,0,5,1,0,0,0,3,1,4,3,6,0,5,0,8,2,1,4
842,0,6,0,0,3,0,0,0,4,1,4,3,4,2,0,0,9,4,0,1
843,0,6,0,0,0,0,0,0,1,4,6,2,0,0,5,0,7,4,1,2
844,0,0,0,0,4,0,0,0,5,0,2,2,3,0,4,0,8,4,0,7
845,0,0,0,0,4,0,0,0,8,1,5,5,8,2,4,0,1,1,0,5
846,0,6,0,0,0,0,0,0,7,3,0,3,6,0,4,0,3,5,0,3
847,0,6,0,0,4,0,0,0,6,0,1,3,9,2,3,0,3,0,0,5
848,0,0,0,0,0,0,0,0,3,4,4,4,7,2,1,0,8,1,0,4
849,0,0,0,0,0,0,0,0,3,2,7,3,4,0,5,0,8,3,0,2
850,0,0,0,0,4,0,0,0,1,2,4,3,7,2,3,0,7,3,0,7
851,0,0,0,0,0,0,0,0,4,2,3,2,4,2,5,0,5,6,1,3
852,0,0,0,0,0,0,0,0,3,5,5,1,1,0,5,0,5,1,2,1
853,0,0,0,0,3,0,0,0,2,2,5,3,6,2,4,0,5,3,1,1
854,0,0,0,0,0,0,0,0,3,4,4,3,3,0,2,0,8,0,0,2
855,0,6,0,0,4,0,0,0,5,4,4,3,9,2,2,0,9,0,1,2
856,0,6,0,0,0,0,0,0,3,7,7,2,2,0,4,0,8,2,2,2
857,0,6,0,0,0,0,0,0,7,2,3,3,6,0,3,0,2,4,0,3
858,0,0,0,0,3,0,0,0,2,2,1,2,7,0,5,0,5,5,2,1
859,0,0,0,0,0,0,0,0,3,2,5,2,8,0,1,0,8,2,0,2
860,0,5,0,0,0,0,0,0,6,3,5,3,7,0,2,0,8,0,0,3
861,0,5,0,0,3,0,0,0,4,2,4,3,2,2,4,0,9,3,1,2
862,0,6,0,0,5,0,0,0,3,3,9,2,6,0,7,0,8,0,2,0
863,0,0,0,0,0,0,0,0,2,0,7,2,0,0,4,0,7,3,0,0
864,0,0,0,0,3,0,0,0,4,2,6,3,1,1,4,0,3,3,1,0
865,0,6,0,0,0,0,0,0,6,2,4,5,9,0,0,0,8,4,0,2
866,4,5,0,0,3,0,0,0,4,1,2,4,7,2,3,0,3,4,1,4
867,0,0,0,0,0,0,0,0,4,3,3,2,4,1,4,0,3,5,2,4
868,0,6,0,0,0,0,0,0,3,2,7,3,4,0,5,0,8,3,0,2
869,0,6,0,0,0,0,0,0,4,2,6,3,5,0,4,0,10,2,0,7
870,0,0,0,0,0,0,0,0,5,1,1,3,5,0,3,0,10,3,1,4
871,0,0,0,0,0,0,0,0,1,3,3,3,6,0,1,0,6,3,0,5
872,0,0,0,0,3,0,0,0,4,3,3,3,2,2,3,0,3,5,1,2
873,0,0,0,0,4,0,0,0,7,1,3,3,7,2,5,0,2,5,0,4
874,0,0,0,0,0,0,0,0,1,4,6,3,1,1,3,0,7,3,2,5
875,0,0,0,0,4,0,0,0,8,1,0,2,9,0,3,0,1,0,1,6
876,0,6,2,0,3,0,0,0,3,0,8,3,1,2,5,0,8,2,0,2
877,0,0,0,0,0,0,0,0,3,0,7,3,7,0,4,0,8,0,0,1
878,0,6,0,0,5,1,0,0,6,1,5,3,6,0,1,0,3,2,0,4
879,0,0,0,0,0,0,0,0,4,4,8,3,3,0,0,0,9,2,0,2
880,0,0,0,0,0,0,0,0,6,4,4,2,0,0,7,0,3,2,2,2
881,0,6,0,0,0,0,0,0,3,2,5,4,7,0,4,0,8,5,1,0
882,0,6,0,0,2,0,0,0,2,0,3,2,4,2,4,0,5,5,4,0
883,0,0,0,0,0,0,0,0,6,2,6,4,7,0,0,0,3,5,0,4
884,0,6,0,0,4,0,0,0,3,7,3,4,9,2,3,0,8,1,1,4
885,0,0,0,0,0,0,0,0,3,3,4,3,7,1,3,0,8,2,1,4
886,0,0,0,0,1,0,0,0,3,2,5,3,4,1,5,0,8,3,0,2
887,0,0,0,0,0,0,0,0,3,2,6,2,9,0,2,0,8,2,2,3
888,0,0,0,0,3,0,0,0,4,5,8,2,0,0,5,0,9,4,0,0
889,0,0,0,0,0,0,0,0,7,0,2,3,9,0,7,0,3,7,0,4
890,0,0,0,0,0,0,0,0,6,0,4,3,6,0,5,0,1,1,0,6
891,0,6,0,0,2,0,0,0,4,4,9,2,0,2,2,0,9,0,0,2
892,0,0,0,0,4,1,0,0,6,0,0,4,5,0,4,0,1,0,1,4
893,0,6,0,0,2,0,0,0,1,3,5,2,1,0,2,0,6,4,0,1
894,0,6,0,0,4,0,0,0,1,2,9,2,2,0,6,0,6,0,0,0
895,0,0,0,0,4,0,0,1,4,1,7,3,4,2,0,0,8,8,0,2
896,0,0,0,0,4,0,0,0,6,2,4,3,7,0,6,0,1,3,0,4
897,0,5,0,0,0,0,0,0,6,1,1,3,2,0,4,0,2,4,0,4
898,0,0,0,0,3,0,0,0,6,1,1,2,3,0,5,0,1,2,0,6
899,0,0,0,0,3,0,0,0,4,3,3,3,9,2,5,0,3,4,1,1
900,0,5,0,0,4,0,0,0,4,3,5,3,4,2,3,0,9,3,1,2
901,0,0,0,0,3,0,0,0,3,2,3,2,0,2,4,0,8,4,1,4
902,0,6,0,0,2,0,0,0,4,2,5,4,3,1,3,0,9,3,1,2
903,0,6,0,0,4,0,0,0,6,2,3,2,8,2,0,0,1,5,0,2
904,0,0,0,0,0,0,0,0,4,2,5,2,8,2,3,0,8,2,2,3
905,0,6,0,0,0,0,0,0,4,4,6,3,7,0,2,0,10,4,0,2
906,0,6,0,0,0,0,0,0,3,1,4,3,6,0,3,0,8,2,1,4
907,0,0,0,0,4,1,0,0,3,2,3,3,5,0,4,0,8,3,1,5
908,0,0,0,0,3,0,0,0,6,2,4,5,9,2,0,0,8,4,0,2
909,0,6,0,0,4,0,0,0,6,2,3,3,6,2,3,0,3,4,1,3
910,0,0,0,0,4,0,0,0,3,2,4,3,5,0,2,0,8,3,0,5
911,0,0,0,0,4,0,0,0,2,5,8,3,1,2,8,0,5,1,2,1
912,0,6,0,0,4,0,0,0,6,2,5,2,9,0,0,0,1,5,1,3
913,0,0,0,0,1,0,0,0,3,4,7,2,0,2,3,0,8,5,1,2
914,0,6,0,0,4,0,0,0,7,3,4,3,5,2,5,0,3,3,1,4
915,0,0,0,0,4,0,0,0,6,4,7,2,5,0,2,0,3,3,0,0
916,0,0,0,0,0,0,0,0,3,2,6,3,5,2,2,0,8,4,0,1
917,4,6,0,2,4,0,0,0,8,0,2,4,9,2,5,0,3,4,2,3
918,0,0,0,0,0,0,0,0,6,1,1,3,9,0,5,0,3,4,2,4
919,0,6,0,0,3,0,0,0,3,0,9,4,0,2,3,0,8,0,0,0
920,0,0,0,0,1,0,0,0,1,0,0,1,3,0,6,0,4,4,2,3
921,0,6,0,0,3,0,0,0,1,3,6,3,1,2,5,0,7,3,2,1
922,0,0,0,0,0,0,0,0,4,3,6,3,6,0,2,0,10,3,1,3
923,0,0,0,0,0,0,0,0,3,5,7,3,8,0,1,0,8,2,0,2
924,0,0,0,0,0,0,0,0,7,1,3,3,8,0,3,0,2,4,1,4
925,0,0,0,0,0,0,0,0,6,2,3,2,6,0,3,0,1,3,0,5
926,0,0,0,0,3,0,0,0,7,3,3,3,7,0,4,0,2,3,0,6
927,0,6,0,0,0,0,0,0,8,3,0,3,4,0,4,0,3,3,1,1
928,0,0,0,0,4,0,0,0,3,4,4,2,7,0,2,0,8,3,0,4
929,0,0,0,0,3,0,0,0,3,3,8,3,6,0,5,0,8,1,3,0
930,0,5,0,0,0,0,0,0,7,6,6,2,2,0,5,0,3,2,0,0
931,0,6,0,0,4,0,0,0,6,0,1,3,0,2,4,0,1,7,1,6
932,0,0,0,0,1,0,0,0,4,3,5,3,4,2,3,0,9,3,1,2
933,0,0,0,0,3,0,0,0,5,7,8,2,1,1,5,0,9,1,1,2
934,4,6,0,0,5,1,0,0,8,4,9,1,3,0,4,0,2,3,1,4
935,0,0,0,0,3,0,0,0,6,2,6,2,5,0,3,0,3,2,1,2
936,0,0,0,0,0,0,0,0,3,2,3,3,7,0,4,0,8,2,0,3
937,0,5,0,0,4,0,0,0,3,1,7,2,1,2,2,0,8,2,1,1
938,0,0,0,0,4,0,0,0,4,1,3,3,6,2,4,0,10,2,1,4
939,0,0,0,0,4,0,0,0,6,1,4,3,5,2,1,0,1,2,2,3
940,0,0,0,0,0,0,0,0,6,0,4,3,6,0,5,0,1,1,0,6
941,0,6,0,4,4,0,0,0,5,3,6,3,4,1,3,0,9,0,1,4
942,0,6,0,0,0,0,0,0,7,2,3,3,8,0,4,0,2,5,1,3
943,0,0,0,0,0,0,0,0,5,2,5,2,3,0,3,0,9,3,2,2
944,0,6,0,0,4,0,0,0,8,1,0,3,9,2,2,0,1,2,2,9
945,0,6,0,0,4,0,0,0,3,1,3,2,3,2,4,0,1,4,2,2
946,0,6,0,0,0,0,0,0,8,2,4,3,5,0,2,0,3,4,1,4
947,0,6,0,0,4,0,0,0,7,0,0,3,9,2,0,0,2,7,2,2
948,0,0,0,0,0,0,0,0,3,4,8,4,0,0,4,0,8,1,0,0
949,0,0,0,0,4,0,0,0,5,2,6,3,7,2,4,0,8,2,4,3
950,0,0,0,0,3,0,0,0,6,2,7,3,7,2,2,0,8,2,2,0
951,0,0,0,0,0,0,0,0,5,4,9,4,0,0,3,0,8,0,1,2
952,0,5,0,0,0,0,0,0,4,1,5,3,8,0,2,0,10,2,1,4
953,0,6,0,0,0,0,0,0,3,1,5,3,6,0,1,0,8,2,0,4
954,0,5,0,0,0,0,0,0,7,0,2,3,9,0,0,0,3,3,0,9
955,0,0,0,0,0,0,0,0,4,5,8,2,0,0,5,0,9,4,0,0
956,0,6,0,0,0,0,0,0,8,1,4,3,4,0,6,0,2,3,0,2
957,0,0,0,0,0,0,0,0,3,4,2,2,1,0,3,0,5,3,3,1
958,0,5,0,0,3,0,0,0,3,1,5,3,6,2,3,0,8,2,2,2
959,0,6,0,0,0,0,0,0,6,3,5,3,9,2,0,0,1,3,1,4
960,0,6,0,0,0,0,0,0,3,3,5,4,0,0,5,0,8,4,0,3
961,0,0,0,6,0,0,0,0,4,1,5,3,6,0,3,0,10,2,2,2
962,0,6,0,0,2,0,0,0,3,2,5,3,1,2,6,0,8,3,0,0
963,0,6,0,0,4,0,0,0,3,3,6,3,9,1,2,0,8,3,0,0
964,0,0,0,0,0,0,0,0,6,1,9,2,5,0,4,0,1,2,1,4
965,0,6,0,2,3,0,0,0,3,0,9,4,0,2,3,0,8,0,0,0
966,0,0,0,0,4,0,0,0,6,2,4,3,8,0,4,0,8,5,1,2
967,0,0,0,0,1,0,0,0,3,2,6,2,9,2,2,0,8,2,2,3
968,0,6,0,0,4,0,0,0,3,2,5,2,6,2,2,0,8,3,1,1
969,0,0,0,0,0,0,0,0,7,2,7,3,7,0,2,0,2,1,1,2
970,0,6,0,0,3,0,0,0,8,0,0,3,9,2,3,0,1,0,0,7
971,4,6,0,0,6,1,0,0,6,4,4,2,7,0,4,0,8,3,1,4
972,0,0,0,0,4,0,0,0,6,1,1,3,2,0,3,0,3,6,1,3
973,0,6,0,0,2,0,0,0,3,0,6,2,9,2,3,0,10,0,0,2
974,0,6,0,0,0,0,0,0,6,1,2,3,9,0,5,0,3,2,4,7
975,0,0,0,0,4,0,0,0,4,5,7,4,8,2,3,0,10,1,1,1
976,0,0,0,0,4,0,0,0,6,4,5,3,6,2,2,0,1,4,0,2
977,0,0,0,0,0,0,0,0,8,2,2,3,7,0,0,0,2,0,0,5
978,0,0,0,0,0,0,0,1,7,0,4,4,5,0,0,0,3,2,0,2
979,0,5,0,0,0,0,0,0,5,3,4,2,1,0,2,0,8,3,0,5
980,5,5,0,0,0,0,0,0,4,0,2,3,8,0,6,0,10,3,0,4
981,0,6,0,0,0,0,0,0,3,3,5,3,6,2,3,0,8,3,1,3
982,0,0,0,0,1,0,0,0,1,3,5,2,3,1,2,0,6,3,2,1
983,0,6,0,0,0,0,0,0,7,3,2,3,8,0,2,0,3,4,0,5
