,mt_auto,nb_bateau,mt_RC,pouvoir_achat,mt_incendie,mt_bateau,niv_etud_bas,revenu_moyen,niv_etude_haut,revenu1,proprietaire,auto0,auto1,type_client,nb_securite_soc,PCStop,revenu4,revenu3,assur_sante_prive,PCSouvr,PCSagri,celibataire,PCSinter,mt_cyclomoteur,PCSouvr_quali,sans_religion,nbpers_au_foyer,nb_accident_famil,concubin,mt_velo,assur_caravane
2616,6,0,0,3,2,0,4,3,1,4,2,3,6,5,0,2,1,2,2,4,0,5,2,0,2,4,1,0,2,0,0
2617,0,0,0,3,6,0,7,3,0,3,9,3,3,10,0,1,0,1,7,1,8,3,1,0,0,3,2,0,0,0,0
2618,6,0,2,3,4,0,7,2,0,5,6,3,5,8,0,0,0,0,2,3,3,2,0,3,3,4,3,0,0,0,0
2619,6,0,2,7,4,0,3,5,3,1,8,0,8,2,0,3,1,5,3,2,0,1,5,0,1,4,3,0,1,0,0
2620,0,0,0,4,0,0,2,7,0,0,5,6,3,5,0,0,0,5,2,2,0,3,5,0,2,5,2,0,2,0,0
2621,0,0,0,6,3,0,2,4,3,1,3,2,7,3,0,3,1,5,3,2,1,2,4,0,2,4,3,0,1,0,0
2622,6,0,0,6,0,0,4,4,2,3,3,2,7,1,0,3,1,4,3,2,0,4,4,0,1,4,2,0,2,0,0
2623,5,0,1,1,3,0,6,3,1,3,2,3,5,7,0,1,1,2,2,3,0,2,3,0,3,4,3,0,1,0,0
2624,6,0,2,1,2,0,6,3,1,3,1,4,5,7,0,0,1,2,1,3,0,1,3,0,3,5,3,0,2,0,0
2625,5,0,2,8,3,0,2,5,2,2,5,2,5,3,0,2,1,4,4,3,0,1,5,0,0,3,4,0,1,0,0
2626,6,0,0,2,0,0,8,2,1,5,1,3,6,5,0,0,1,1,1,4,0,2,3,0,2,7,3,0,2,0,0
2627,6,0,2,2,4,0,8,3,0,3,1,3,6,7,0,0,0,0,2,5,2,0,3,0,0,3,3,0,1,0,0
2628,0,0,0,5,1,0,6,3,2,3,5,2,6,8,0,1,0,2,2,2,1,3,2,0,4,3,2,0,1,0,0
2629,6,0,0,3,0,0,6,4,0,2,6,0,6,8,0,0,2,2,0,3,0,0,4,0,3,4,3,0,1,0,0
2630,6,0,0,5,4,0,2,4,3,2,9,0,9,8,0,7,0,5,7,0,0,5,0,0,2,7,2,0,0,1,1
2631,6,0,2,6,4,0,4,3,2,3,9,4,4,3,0,4,1,1,4,4,0,4,2,0,0,0,2,0,0,0,0
2632,6,0,2,3,4,0,7,4,0,0,7,0,5,8,0,0,0,4,0,2,0,0,2,0,4,2,3,0,2,0,0
2633,6,0,2,6,4,0,2,3,1,4,5,2,7,1,0,2,1,3,4,1,0,4,6,0,1,2,1,0,1,0,1
2634,0,0,2,3,0,0,9,4,0,3,0,2,7,8,0,0,2,2,0,0,0,0,2,0,7,2,3,0,0,0,1
2635,0,0,0,3,0,0,5,3,4,2,6,2,7,8,0,2,0,2,1,2,0,1,3,3,3,2,2,0,1,0,0
2636,6,0,0,7,0,0,5,4,0,1,8,3,6,3,0,1,0,6,2,2,1,1,4,0,1,5,3,0,2,0,0
2637,6,0,2,6,4,0,3,4,3,3,5,2,7,1,0,4,1,3,7,0,0,2,5,0,0,4,2,0,0,0,0
2638,0,0,0,4,5,0,5,4,0,3,9,1,6,10,0,0,0,5,5,1,4,2,2,0,3,5,3,0,2,0,0
2639,6,0,0,4,4,0,6,3,0,2,6,2,6,10,0,2,1,1,3,3,2,1,3,0,2,2,3,0,1,0,0
2640,6,0,1,4,6,0,7,5,0,0,7,2,6,10,0,4,0,9,3,3,2,0,2,0,0,3,4,0,1,0,0
2641,6,0,2,3,4,0,4,4,1,2,8,2,5,10,0,0,1,4,3,4,2,3,3,0,2,3,2,0,0,0,0
2642,0,0,0,4,6,0,6,5,0,0,9,2,6,9,0,3,0,5,3,6,1,0,0,0,0,4,4,0,0,0,0
2643,6,0,0,3,0,0,0,5,3,0,7,2,7,1,0,3,2,5,6,1,0,4,5,0,0,5,2,0,2,0,0
2644,6,0,2,3,6,0,7,3,0,3,9,3,3,10,0,1,0,1,7,1,8,3,1,0,0,3,2,0,0,0,0
2645,6,0,2,6,4,0,0,6,5,0,5,1,6,1,0,0,0,9,4,0,4,2,0,0,0,4,4,0,1,1,0
2646,6,0,0,7,0,0,6,3,1,4,4,0,6,1,0,2,1,4,9,1,0,3,3,0,4,4,2,0,0,0,0
2647,0,0,0,5,3,0,5,4,1,2,6,2,6,9,0,2,1,3,3,3,0,1,3,0,2,3,3,0,1,0,0
2648,6,0,2,3,0,0,6,3,0,4,5,0,7,8,0,1,0,3,2,2,1,0,3,0,3,2,3,0,0,0,0
2649,0,0,0,4,0,0,3,7,2,0,4,4,5,3,0,2,5,2,4,3,0,5,5,3,0,4,2,0,2,0,0
2650,5,0,2,4,3,0,5,3,2,4,0,2,7,9,0,2,0,0,0,3,0,1,2,0,3,5,3,0,0,0,0
2651,6,0,2,8,4,0,0,4,2,0,9,0,7,2,0,2,0,3,2,0,0,0,7,0,0,0,3,0,2,0,0
2652,6,0,2,4,3,0,2,6,2,1,0,2,4,3,0,2,3,3,4,2,0,1,6,0,1,3,3,0,0,0,0
2653,0,0,2,1,3,0,4,4,3,3,6,2,7,6,0,4,1,3,4,2,1,2,2,0,2,3,2,0,1,0,0
2654,6,0,0,2,0,0,2,2,0,6,0,7,2,5,0,0,0,2,2,6,3,5,0,0,0,9,2,0,0,0,0
2655,0,0,0,1,0,0,4,2,0,9,0,3,5,6,0,0,0,0,3,5,0,0,0,0,4,2,4,0,1,0,0
2656,6,0,0,3,0,0,2,4,0,0,9,5,4,9,0,0,0,4,1,6,0,3,3,0,0,7,2,0,1,0,0
2657,5,0,2,8,4,0,4,8,0,0,6,1,7,3,0,3,9,0,6,6,0,0,0,0,0,4,4,0,1,0,0
2658,0,0,0,3,2,0,5,3,0,2,9,3,3,8,0,3,0,3,7,1,5,2,1,0,0,2,3,0,0,0,0
2659,6,0,0,4,0,0,4,5,1,1,6,2,4,8,0,2,0,8,3,1,0,0,5,0,2,1,4,0,2,0,0
2660,6,0,1,8,4,0,1,6,4,0,9,0,7,3,0,5,3,4,7,1,0,0,2,0,1,4,4,0,0,0,0
2661,0,1,2,5,4,6,2,3,3,4,4,7,2,1,0,4,2,2,5,2,2,4,1,0,1,4,2,0,2,0,0
2662,6,0,0,3,3,0,7,2,0,7,2,6,2,8,0,1,0,0,2,7,0,4,2,0,0,4,2,0,2,0,1
2663,6,0,0,6,5,0,5,6,0,0,6,1,6,3,0,3,2,7,4,1,2,0,2,0,2,1,3,0,0,0,0
2664,6,0,0,3,0,0,5,3,0,3,4,2,6,8,0,3,0,1,0,4,0,4,2,0,2,2,2,0,0,1,1
2665,6,0,2,6,4,0,2,4,1,0,8,1,8,3,0,4,0,4,5,0,0,1,3,0,3,4,4,0,1,0,0
2666,6,0,2,8,4,0,4,4,2,2,5,1,7,3,0,2,2,3,4,2,1,1,4,3,2,2,3,0,1,0,1
2667,6,0,2,3,2,0,4,2,0,7,1,5,4,5,0,0,0,1,0,1,0,1,5,0,3,2,2,0,4,0,0
2668,6,0,0,3,0,0,6,3,1,3,5,3,5,8,0,1,1,2,2,2,1,2,2,0,4,4,3,0,1,0,0
2669,0,0,2,5,2,0,6,4,0,2,3,3,6,9,0,1,0,5,4,2,0,1,4,0,3,4,2,0,2,0,0
2670,0,0,0,3,0,0,5,3,3,3,4,4,4,8,0,4,0,3,5,2,1,6,2,0,2,2,1,0,0,0,0
2671,6,0,0,3,0,0,7,4,0,3,0,3,6,8,0,0,0,4,2,4,0,0,5,0,0,3,2,0,1,0,0
2672,0,0,0,3,3,0,5,4,1,3,5,2,6,7,0,1,0,1,1,1,2,2,3,0,2,2,3,0,0,0,0
2673,6,0,2,6,4,0,0,4,2,0,9,0,7,3,0,2,0,3,2,0,0,0,7,0,0,0,3,0,2,0,1
2674,6,0,2,4,6,0,4,6,0,3,6,0,4,10,0,5,4,0,5,2,3,2,0,0,0,3,3,0,0,0,0
2675,0,0,1,3,3,0,5,3,1,3,4,3,6,8,0,1,1,3,2,4,0,3,3,0,2,4,2,0,2,0,0
2676,0,0,0,6,4,0,6,4,2,2,8,5,4,3,0,2,1,3,2,4,1,3,2,0,3,5,3,0,1,0,0
2677,0,0,2,1,4,0,3,4,2,1,6,3,6,6,0,2,1,3,4,1,1,3,4,0,2,3,2,0,0,0,0
2678,0,0,0,6,0,0,2,4,3,3,2,2,7,1,0,2,1,3,2,1,0,1,4,0,3,0,2,0,0,0,0
2679,6,0,2,3,4,0,5,4,1,1,5,2,6,8,0,1,1,4,2,3,1,2,2,0,3,3,3,0,1,0,0
2680,0,0,0,6,0,0,5,4,1,2,4,2,6,3,0,2,1,4,2,3,0,2,2,0,4,4,3,0,2,0,0
2681,0,0,0,6,0,0,6,3,3,2,7,2,7,8,0,2,0,2,1,2,0,2,3,0,3,2,2,0,1,0,0
2682,6,0,0,6,0,0,9,3,0,5,5,1,6,1,0,4,0,0,4,1,0,0,2,0,2,4,2,0,1,0,0
2683,6,0,2,8,4,0,2,6,4,1,9,0,5,2,0,4,2,4,6,2,0,0,2,0,0,2,3,0,0,0,1
2684,0,0,0,3,0,0,7,3,1,0,8,2,5,7,0,2,0,2,2,3,0,0,3,0,3,4,3,0,0,1,0
2685,6,0,0,7,3,0,3,5,3,1,8,0,8,2,0,3,1,5,3,2,0,1,5,0,1,4,3,0,1,0,0
2686,6,0,2,2,1,0,7,3,0,3,0,4,5,5,0,2,0,1,4,4,0,1,2,0,4,3,2,0,0,0,0
2687,6,0,0,4,0,0,6,2,0,7,1,4,5,9,0,1,1,0,0,2,0,6,3,0,4,5,2,0,3,0,0
2688,0,0,0,5,0,0,3,4,1,1,1,4,3,3,0,2,1,3,2,2,1,0,2,0,4,3,2,0,2,0,0
2689,0,0,0,3,4,0,7,4,0,2,5,1,6,8,0,1,2,1,2,3,3,1,2,0,2,3,3,0,1,0,0
2690,0,0,0,3,0,0,5,3,4,2,6,2,7,8,0,2,0,2,1,2,0,1,3,3,3,2,2,0,1,0,0
2691,0,0,2,8,1,0,2,5,2,2,5,2,5,3,0,2,1,4,4,3,0,1,5,0,0,3,4,0,1,0,0
2692,0,0,0,5,1,0,5,5,0,4,8,2,6,8,0,0,4,0,1,1,0,2,4,0,4,5,3,0,2,0,0
2693,0,0,2,3,5,0,7,3,1,0,8,2,5,7,0,2,0,2,2,3,0,0,3,0,3,4,3,0,0,0,0
2694,0,0,2,5,3,0,9,4,0,7,9,2,6,10,0,0,2,0,3,3,3,0,0,0,4,0,4,0,3,0,0
2695,0,0,0,6,0,0,4,6,3,3,6,1,6,1,0,6,1,4,6,0,0,3,1,0,1,5,3,0,0,0,0
2696,5,0,2,3,2,0,3,2,1,6,1,4,5,5,0,1,0,1,1,4,0,4,4,0,1,4,2,0,2,0,0
2697,0,0,0,5,4,0,6,4,0,2,3,3,6,9,0,1,0,5,4,2,0,1,4,0,3,4,2,0,2,0,0
2698,0,0,2,3,2,0,2,3,0,4,0,2,7,5,0,0,0,2,0,2,0,5,7,0,0,4,1,0,2,0,0
2699,0,0,0,7,3,0,7,4,1,3,7,2,4,2,0,2,0,3,2,2,1,1,1,0,5,2,3,0,1,0,0
2700,5,0,0,3,0,0,3,4,1,2,7,1,8,7,0,1,0,3,3,2,0,1,5,0,3,2,2,0,2,0,0
2701,0,0,1,1,2,0,6,2,0,6,0,4,5,7,0,1,0,0,1,3,0,3,2,0,3,3,2,0,3,0,0
2702,0,0,1,2,1,0,6,2,1,5,2,3,6,5,0,1,0,1,1,3,1,4,3,0,3,5,2,0,2,0,0
2703,6,0,2,1,4,0,4,4,2,0,7,0,7,7,0,2,0,4,7,2,0,0,3,0,3,3,3,0,0,0,0
2704,0,0,2,8,0,0,0,6,5,0,9,0,5,1,0,5,2,6,9,1,2,0,2,0,0,2,3,0,2,0,0
2705,0,0,0,6,0,0,7,4,0,0,7,0,5,8,0,0,0,4,0,2,0,0,2,3,4,2,3,0,2,0,0
2706,5,0,0,3,3,0,9,2,0,4,4,3,5,9,0,0,0,0,0,4,0,0,0,0,5,6,3,0,0,0,0
2707,0,0,0,5,0,0,6,3,1,2,3,2,6,9,0,0,0,1,0,2,0,1,3,3,5,6,3,0,1,0,0
2708,0,0,2,1,3,0,9,3,0,2,0,2,7,6,0,0,0,0,0,3,2,4,2,0,3,3,2,0,0,0,0
2709,0,0,2,3,3,0,4,3,0,2,9,0,9,8,0,0,0,0,4,0,0,3,4,0,5,3,2,0,0,0,0
2710,0,0,0,3,3,0,6,4,0,5,7,0,9,9,0,0,0,4,0,0,0,2,2,0,8,3,4,0,0,0,0
2711,0,0,0,6,5,0,3,5,3,2,6,2,6,3,0,3,2,4,3,2,0,2,4,0,1,3,3,0,1,0,0
2712,6,0,2,5,3,0,5,3,2,4,0,2,7,8,0,2,0,0,0,3,0,1,2,0,3,5,3,0,0,0,0
2713,6,0,2,7,4,0,4,4,2,3,6,1,6,2,0,3,2,3,4,1,2,2,2,0,2,3,3,0,1,0,0
2714,6,0,0,3,0,0,6,3,1,4,3,3,6,1,0,2,1,2,2,2,1,3,3,0,4,2,2,0,1,0,0
2715,0,0,2,3,4,0,6,2,0,6,9,4,3,8,0,0,0,0,2,5,2,4,0,0,3,0,2,0,0,0,0
2716,0,0,2,2,0,0,7,2,0,7,3,6,3,7,0,4,0,2,2,5,0,6,0,0,0,6,2,0,0,0,0
2717,6,0,0,3,0,0,5,3,0,3,7,4,5,7,0,1,0,3,2,2,1,3,4,0,2,4,2,0,1,0,0
2718,0,0,0,8,0,0,2,4,3,2,8,0,9,3,0,2,0,4,4,1,0,1,5,0,2,4,4,0,1,0,0
2719,0,0,2,2,1,0,6,2,1,3,1,6,3,7,0,1,0,0,0,8,0,6,1,0,1,1,1,0,0,0,0
2720,0,0,2,3,3,0,5,4,0,0,0,2,5,5,0,0,0,3,0,5,0,2,4,0,0,2,2,0,5,0,0
2721,0,0,2,6,2,0,4,3,2,4,5,3,6,1,0,3,1,3,3,2,1,3,3,0,2,3,2,0,1,0,0
2722,0,0,0,3,0,0,5,3,0,3,7,4,5,7,0,1,0,3,2,2,1,3,4,5,2,4,2,0,1,0,0
2723,6,0,0,5,0,0,7,2,0,5,6,3,5,9,0,0,0,0,2,3,3,2,0,0,3,4,3,0,0,0,0
2724,0,0,0,6,0,0,2,5,5,3,5,3,4,1,0,5,3,3,5,0,2,1,3,0,1,7,2,0,0,0,0
2725,0,0,0,7,0,0,3,8,4,0,9,1,6,2,0,0,2,2,4,0,0,0,9,4,0,4,4,0,1,0,0
2726,0,0,2,1,3,0,9,2,0,5,2,6,2,7,0,0,0,0,0,3,0,4,3,0,4,4,2,0,0,0,0
2727,0,0,2,4,4,0,5,3,2,3,8,3,5,3,0,3,0,4,6,0,3,3,3,0,2,2,2,0,1,0,0
2728,5,0,2,1,3,0,8,2,0,3,3,3,6,7,0,3,0,0,0,4,1,3,0,0,2,5,3,0,1,0,0
2729,0,0,0,5,0,0,6,3,0,3,9,2,6,9,0,4,0,2,3,3,0,0,0,0,3,0,3,0,0,1,0
2730,6,0,2,2,1,0,3,1,3,9,3,6,3,5,0,2,0,0,3,3,0,6,3,0,2,3,2,0,2,0,0
2731,0,0,0,3,3,0,6,4,1,3,7,2,4,8,0,2,0,3,2,2,1,1,1,0,4,3,3,0,1,0,0
2732,0,0,0,7,0,0,0,9,3,0,9,1,6,2,0,0,0,5,4,0,0,0,9,3,0,4,4,0,1,0,0
2733,6,0,2,3,3,0,4,3,1,5,0,0,6,5,0,1,1,1,0,4,0,1,4,0,2,3,3,0,3,0,0
2734,0,0,0,7,0,0,2,7,5,0,9,0,6,3,0,5,3,4,7,2,0,0,3,0,1,5,3,0,3,0,0
2735,0,0,0,4,4,0,3,3,4,5,5,3,5,3,0,2,0,3,3,0,2,3,3,0,2,4,2,0,0,0,0
2736,0,0,0,5,6,0,7,8,0,0,9,2,5,8,0,3,6,3,5,5,0,0,2,0,0,1,3,0,0,0,0
2737,6,0,0,5,3,0,2,5,2,3,1,4,4,3,0,4,2,3,4,1,0,4,4,0,2,5,2,0,1,0,0
2738,0,0,2,5,4,0,5,3,1,2,7,2,5,8,0,2,0,2,1,1,0,4,3,0,4,4,2,0,2,0,0
2739,0,0,0,6,3,0,4,3,2,4,8,4,5,1,0,6,0,4,7,0,0,7,2,0,2,3,1,0,0,0,0
2740,6,0,0,1,0,0,6,2,1,5,2,3,6,7,0,1,0,1,1,3,1,4,3,0,3,5,2,0,2,0,0
2741,0,0,2,4,3,0,6,3,2,4,7,0,8,3,0,1,0,4,2,2,0,1,4,0,4,2,4,0,0,0,0
2742,6,0,2,1,0,0,9,3,0,2,0,2,7,6,0,0,0,0,0,3,2,4,2,0,3,3,2,0,0,0,0
2743,6,0,2,3,6,0,9,3,0,5,4,0,9,8,0,0,0,0,0,0,0,2,2,3,7,2,2,0,0,0,0
2744,0,0,0,3,3,0,3,4,2,2,3,2,6,1,0,3,1,3,2,1,1,3,4,0,2,4,2,0,2,0,1
2745,0,0,0,4,0,0,4,3,2,2,0,2,7,9,0,2,0,3,3,1,0,0,4,0,2,0,3,0,0,0,0
2746,6,0,2,5,4,0,4,3,2,2,2,0,9,8,0,0,0,3,0,0,0,0,5,0,4,2,3,0,0,0,0
2747,0,0,0,3,0,0,4,2,0,7,1,5,4,5,0,0,0,1,0,1,0,1,5,0,3,2,2,0,4,0,0
2748,0,0,0,3,2,0,9,3,0,4,1,3,6,7,0,0,1,2,0,3,0,3,0,0,6,6,2,0,0,0,0
2749,0,0,0,3,1,0,4,5,1,2,4,1,6,8,0,2,2,3,7,0,0,1,4,0,3,6,3,0,0,0,0
2750,0,0,0,8,0,0,3,6,3,2,9,0,7,2,0,4,2,3,5,1,2,2,3,0,0,4,3,0,0,0,0
2751,0,0,2,6,3,0,2,5,3,1,7,2,6,3,0,5,1,8,5,2,1,1,3,0,1,3,3,0,2,0,0
2752,0,0,0,1,0,0,4,4,2,0,7,0,7,7,0,2,0,4,7,2,0,0,3,0,3,3,3,0,0,0,0
2753,0,0,2,3,2,0,7,3,0,5,1,4,5,8,0,0,0,2,1,1,1,4,2,0,6,2,2,0,1,0,0
2754,0,0,0,1,0,0,2,4,3,5,1,3,6,7,0,3,2,1,3,1,0,2,5,2,1,1,2,0,1,0,0
2755,0,0,2,1,3,0,6,3,2,7,1,5,2,6,0,2,0,0,4,3,0,5,3,0,2,3,2,0,0,0,0
2756,0,0,2,2,2,0,4,3,0,4,6,3,5,5,0,3,0,3,2,4,0,3,2,0,0,0,3,0,0,0,0
2757,0,0,0,4,1,0,7,4,1,4,6,2,6,3,0,1,1,2,2,2,1,2,3,0,3,2,2,0,1,0,0
2758,0,0,0,3,0,0,4,4,0,2,6,2,7,8,0,2,0,4,3,0,0,0,7,3,0,3,2,0,0,0,0
2759,6,0,0,3,0,0,3,3,1,3,4,1,7,8,0,3,1,3,4,2,0,3,4,0,1,2,2,0,1,0,1
2760,0,0,0,8,1,0,0,4,0,1,4,1,7,3,0,1,1,2,1,3,0,0,3,0,3,4,3,0,1,0,0
2761,5,0,0,4,0,0,7,2,1,7,0,2,7,9,0,2,0,0,0,3,0,4,2,0,3,5,2,0,0,0,0
2762,0,0,0,6,0,0,3,4,2,1,3,2,7,3,0,2,1,4,4,3,0,1,5,0,1,4,3,0,1,0,1
2763,0,0,1,4,5,0,3,4,0,1,9,3,3,10,0,3,0,4,7,1,4,3,2,0,0,2,3,0,0,0,0
2764,6,0,2,3,2,0,1,5,3,2,4,0,9,5,0,4,2,4,6,1,0,4,3,0,2,7,2,0,2,0,0
2765,0,0,2,4,4,0,3,5,2,2,5,1,6,10,0,3,1,4,5,2,1,2,3,4,2,4,3,0,1,0,0
2766,0,0,0,5,0,0,6,2,0,5,9,4,3,8,0,0,0,4,2,5,2,4,0,3,3,0,2,0,0,0,0
2767,5,0,0,5,0,0,6,3,1,4,4,2,5,9,0,2,1,1,2,3,1,3,2,0,3,3,3,0,1,0,0
2768,0,0,0,8,4,0,7,5,2,0,9,1,6,3,0,0,2,5,5,6,0,0,3,0,0,4,4,0,1,0,0
2769,5,0,2,4,3,0,6,4,0,0,8,0,8,8,0,0,0,3,1,1,0,0,5,0,3,4,3,0,0,0,1
2770,5,0,0,2,0,0,8,3,1,3,3,4,5,5,0,0,1,1,2,3,1,0,2,0,3,0,3,0,0,0,0
2771,0,0,2,1,2,0,7,3,2,2,1,9,0,6,0,2,0,0,0,4,2,7,2,0,1,0,1,0,0,0,0
2772,6,0,2,1,2,0,2,4,3,2,4,0,7,7,0,2,1,2,2,1,0,0,7,0,0,2,2,0,0,0,0
2773,6,0,2,3,4,0,5,4,0,1,9,0,9,8,0,0,0,4,0,3,0,0,2,0,5,5,3,0,0,0,0
2774,0,0,2,6,4,0,2,5,4,1,8,1,7,3,0,4,2,4,5,1,0,1,3,0,1,3,3,0,1,0,0
2775,0,0,0,2,3,0,6,3,0,4,8,4,5,7,0,1,0,3,0,7,1,4,1,0,1,2,2,0,0,0,0
2776,6,0,0,1,0,0,6,2,0,7,2,3,6,7,0,1,0,0,0,4,2,2,0,0,4,5,3,0,1,0,0
2777,0,0,2,3,1,0,5,3,1,3,3,2,7,5,0,1,1,3,2,2,0,2,3,0,3,3,2,0,2,0,0
2778,0,0,1,1,0,0,9,3,0,2,0,2,7,6,0,0,0,0,0,3,2,4,2,0,3,3,2,0,0,0,0
2779,6,0,2,2,3,0,7,4,2,0,5,2,6,5,0,0,0,3,2,5,0,0,1,0,1,4,3,0,0,0,1
2780,0,0,2,6,4,0,3,5,3,1,9,0,8,2,0,1,1,4,4,1,0,0,6,0,3,5,4,0,0,0,0
2781,0,0,0,7,0,0,4,5,0,0,9,2,6,2,0,3,2,3,3,2,0,3,0,0,5,3,2,0,1,0,0
2782,0,0,2,3,3,0,6,4,1,0,7,2,7,8,0,1,0,5,2,4,1,2,4,0,2,2,3,0,0,0,0
2783,6,0,0,3,6,0,6,4,1,0,7,2,7,8,0,1,0,5,2,4,1,2,4,0,2,2,3,0,0,0,0
2784,6,0,2,6,4,0,1,4,1,1,2,1,7,3,1,3,1,4,3,1,0,1,6,0,1,3,3,0,1,0,1
2785,6,0,2,5,3,0,5,3,1,2,2,4,4,8,0,0,0,4,1,3,0,2,4,0,3,2,3,0,0,0,0
2786,6,0,2,7,4,0,5,3,0,0,9,0,6,2,0,0,0,0,7,0,0,0,9,0,0,5,4,0,0,0,0
2787,6,0,0,2,0,0,4,4,1,4,0,1,7,5,0,1,2,2,1,4,0,2,5,0,1,4,2,0,3,0,0
2788,6,0,0,6,3,0,6,4,0,2,4,1,4,8,0,1,2,1,2,2,5,3,1,0,3,5,2,0,2,0,0
2789,0,0,0,5,1,0,4,4,2,3,5,1,6,8,0,3,2,3,4,1,2,2,2,0,2,4,3,0,1,0,0
2790,6,0,0,8,0,0,0,9,3,0,9,0,6,1,0,7,6,3,6,2,0,0,0,0,0,3,2,0,1,0,0
2791,6,0,0,1,3,0,7,3,0,1,5,2,6,7,0,1,0,2,0,4,0,3,3,0,3,2,2,0,0,0,1
2792,0,0,0,6,0,0,3,2,3,5,2,4,5,1,0,0,0,0,2,3,0,6,6,3,0,4,1,0,3,0,0
2793,0,0,0,3,0,0,4,4,2,3,6,1,7,8,0,3,2,3,4,1,2,1,2,0,3,5,3,0,1,0,0
2794,0,0,0,1,0,0,7,2,2,7,3,1,6,7,0,5,0,0,4,3,0,0,2,0,0,4,4,0,1,1,0
2795,0,0,0,3,0,0,4,4,0,5,6,4,5,8,0,0,2,0,0,2,0,0,2,0,6,0,2,0,0,0,0
2796,0,0,0,8,3,0,3,6,3,2,9,0,7,2,0,4,2,3,5,1,2,2,3,0,0,4,3,0,0,0,0
2797,6,1,0,5,0,4,2,5,4,2,8,2,6,8,0,4,1,4,4,2,0,2,2,0,1,2,3,0,0,0,1
2798,0,0,0,3,4,0,3,3,0,1,9,0,6,10,0,1,0,3,0,0,6,0,3,0,0,3,5,0,0,0,0
2799,6,0,0,1,0,0,7,3,0,4,0,3,4,5,0,2,0,0,0,5,0,6,3,0,1,4,1,0,0,0,0
2800,6,0,0,3,0,0,9,4,0,0,0,3,6,8,0,5,0,5,2,4,0,0,0,0,0,2,2,0,0,0,0
2801,0,0,0,3,0,0,6,4,0,0,9,0,6,8,0,3,0,4,6,0,0,0,2,0,5,0,3,0,0,0,0
2802,6,0,0,6,0,0,2,5,4,1,8,1,7,3,0,4,2,4,5,1,0,1,3,0,1,3,3,0,1,0,1
2803,0,0,2,3,0,0,3,3,2,4,1,4,5,5,0,2,1,1,2,1,1,1,5,0,2,4,2,0,3,0,0
2804,0,0,0,3,0,0,3,6,2,0,7,2,7,1,0,0,3,3,5,3,0,3,4,0,3,5,2,0,0,0,0
2805,6,0,0,3,0,0,5,4,2,2,5,1,7,8,0,3,2,2,3,3,1,1,3,0,1,3,3,0,2,0,0
2806,6,0,2,2,1,0,8,3,0,3,1,3,6,7,0,0,0,0,2,6,1,0,3,0,0,3,3,0,1,0,0
2807,0,0,2,1,2,0,4,2,0,9,0,3,5,6,0,0,0,0,3,5,0,0,0,0,4,2,4,0,1,0,0
2808,0,0,2,2,1,0,4,4,2,4,2,3,6,5,0,2,0,5,2,0,0,4,3,0,4,3,2,0,1,0,0
2809,6,0,0,7,0,0,4,8,2,0,7,0,9,2,0,2,5,4,0,0,0,0,6,0,2,2,4,0,0,0,1
2810,0,0,0,4,0,0,6,3,1,5,5,5,4,8,0,2,1,2,2,2,1,2,4,0,3,4,2,0,1,0,0
2811,0,0,2,7,3,0,2,5,2,1,8,2,7,2,0,2,1,6,4,1,0,0,5,0,2,3,4,0,1,0,0
2812,0,0,2,3,4,0,8,3,1,1,8,3,5,7,0,1,1,1,3,1,0,1,7,0,1,4,3,0,2,0,0
2813,5,0,2,6,0,0,2,5,3,1,7,2,6,3,0,5,1,8,5,2,1,1,3,0,1,3,3,0,2,1,1
2814,0,0,2,5,2,0,6,4,1,2,4,2,6,8,0,2,1,3,3,2,1,1,3,0,3,3,3,0,2,0,0
2815,0,0,0,6,4,0,5,4,0,2,7,3,2,8,0,3,0,4,3,3,0,2,0,0,3,2,3,0,0,0,0
2816,5,0,2,5,2,0,8,4,0,3,2,5,4,8,0,1,3,1,1,5,0,2,3,0,2,3,3,0,1,0,0
2817,6,0,0,7,0,0,5,4,0,1,8,3,6,3,0,1,0,6,2,2,1,1,4,0,1,5,3,0,2,0,0
2818,0,0,2,3,2,0,5,3,0,3,4,2,6,8,0,3,0,1,0,4,0,4,2,0,2,2,2,0,0,0,0
2819,0,0,0,4,0,0,3,7,2,0,4,4,5,3,0,2,5,2,4,3,0,5,5,0,0,4,2,0,2,0,0
2820,6,0,2,4,4,0,6,3,1,5,5,5,4,8,0,2,1,2,2,2,1,2,4,0,3,4,2,0,1,0,0
2821,0,0,2,6,3,0,5,7,0,0,4,2,6,8,0,4,5,4,1,0,0,0,3,0,3,5,4,0,2,0,0
2822,5,0,2,6,4,0,3,2,3,5,2,4,5,1,0,0,0,0,2,3,0,6,6,0,0,4,1,0,3,0,0
2823,6,0,2,6,4,0,3,5,2,2,5,1,6,1,0,3,1,4,5,2,1,2,3,0,2,4,3,0,1,0,1
2824,0,0,0,2,2,0,9,3,0,4,0,3,6,5,0,2,0,0,2,2,1,0,2,0,3,3,3,0,1,0,0
2825,0,0,0,6,0,0,0,5,6,2,9,0,9,1,0,6,2,3,9,0,0,0,2,0,0,0,2,0,0,0,0
2826,6,0,0,2,6,0,5,6,1,2,7,5,4,7,0,3,4,2,2,2,1,1,4,0,1,4,3,0,1,0,0
2827,6,0,2,3,2,0,5,4,0,0,0,2,5,5,0,0,0,3,0,5,0,2,4,0,0,2,2,0,5,0,0
