,mt_moto,mt_auto,mt_remorque,mt_assur_vie,mt_incendie,nb_RC_agri,nb_bateau,nb_RC_entreprise,pouvoir_achat,PCSouvr,niv_etud_bas,nbpers_au_foyer,proprietaire,mt_RC,sans_religion,nb_invalidite,type_client,PCSinter,concubin,assur_sante_prive,niv_etude_haut,mt_tracteur,mt_bateau,sans_enfant,celibataire,auto0,catholique,nb_MRH,revenu2,PCSagri,nb_accident_famil,auto2,Cle,Cle.1,PCStop,revenu_moyen,mt_velo,autre_religion,nbmaisons,mt_cyclomoteur,revenu3,PCSouvr_quali,revenu4,auto1,revenu5,PCScadre,revenu1
2144,0,0,0,0,4,0,0,0,3,2,4,3,6,0,4,0,8,1,2,4,2,0,0,5,0,1,0,0,5,0,0,4,2145,2145,4,6,0,1,1,0,2,4,0,5,2,0,1
2145,0,6,0,0,3,0,0,0,4,3,7,3,6,0,4,0,10,0,0,2,0,0,0,3,2,3,0,0,4,3,0,2,2146,2146,0,2,0,1,1,0,0,3,0,5,0,0,5
2146,0,6,0,4,4,0,0,0,5,3,5,3,6,2,3,0,9,3,1,3,1,0,0,2,1,2,1,0,4,0,0,2,2147,2147,2,4,0,0,2,0,3,2,1,6,1,1,2
2147,6,6,1,0,3,0,0,0,4,6,6,4,9,2,4,0,9,0,0,3,0,0,0,1,0,2,1,0,4,1,0,1,2148,2148,3,5,0,1,1,3,5,0,0,6,0,0,0
2148,0,6,0,0,5,0,0,0,6,1,4,2,7,0,3,0,1,2,1,4,2,0,0,6,2,3,1,0,2,0,0,1,2149,2149,4,6,0,2,1,0,4,4,3,5,1,1,1
2149,0,6,0,0,4,0,0,0,5,0,9,2,3,2,5,0,9,4,0,0,0,0,0,4,2,0,0,0,4,0,0,0,2150,2150,0,3,0,0,1,0,3,5,1,9,0,0,3
2150,0,0,0,0,3,0,0,0,1,3,6,2,4,2,3,0,7,2,1,3,2,0,0,4,2,2,0,0,4,0,0,1,2151,2151,2,4,0,1,1,0,2,3,2,6,0,0,3
2151,0,0,0,0,0,0,0,0,3,1,4,3,6,0,3,0,8,2,1,4,2,0,0,3,2,1,1,0,2,2,0,2,2152,2152,3,4,0,1,1,0,3,2,2,6,1,1,3
2152,0,6,2,0,1,0,0,0,6,1,6,3,7,0,4,0,1,2,1,4,1,0,0,4,2,1,1,0,5,0,0,2,2153,2153,4,4,0,1,1,0,2,2,2,6,0,0,2
2153,0,0,0,0,2,0,0,0,3,1,7,2,1,0,2,0,8,2,1,1,0,0,0,1,4,4,0,0,3,1,0,1,2154,2154,0,3,0,1,2,0,2,6,0,5,0,0,5
2154,0,6,0,0,4,0,0,0,6,0,0,3,9,2,0,0,3,7,2,2,2,0,0,6,0,0,0,0,6,0,0,2,2155,2155,2,4,0,2,1,0,3,0,0,7,0,0,0
2155,0,6,0,0,4,0,0,0,4,3,5,3,4,2,3,0,9,3,1,2,2,0,0,2,3,4,1,0,5,0,0,2,2156,2156,2,3,0,1,1,3,1,2,1,4,0,1,3
2156,0,0,0,0,0,0,0,0,7,5,5,2,0,0,2,0,2,4,0,4,0,0,0,5,2,2,0,0,4,0,0,0,2157,2157,0,3,0,0,1,3,2,1,0,7,0,0,4
2157,0,6,0,0,0,0,0,0,3,4,9,2,0,0,2,0,8,0,0,2,0,0,0,5,0,3,1,0,4,0,0,0,2158,2158,5,4,0,0,1,0,5,0,0,6,0,0,0
2158,0,0,0,0,2,0,0,0,4,4,8,3,3,0,0,0,9,2,0,2,1,0,0,4,0,4,0,0,6,1,0,0,2159,2159,0,4,0,0,2,0,1,3,1,5,0,0,2
2159,0,5,0,0,0,0,0,0,1,3,4,2,1,0,1,0,6,2,0,2,2,0,0,6,2,1,1,0,7,2,0,0,2160,2160,2,3,0,3,2,0,1,0,0,8,0,1,2
2160,0,0,0,0,4,0,0,0,3,2,4,3,6,2,4,0,8,1,2,4,2,0,0,5,0,1,0,0,5,0,0,4,2161,2161,4,6,0,1,1,0,2,4,0,5,2,0,1
2161,0,6,0,3,4,0,0,0,5,4,7,2,7,2,5,0,8,2,0,2,1,0,0,2,5,4,0,0,4,2,0,1,2162,2162,0,4,0,0,1,0,5,3,0,5,0,0,1
2162,0,0,0,0,3,0,0,0,4,6,6,4,9,2,4,0,9,0,0,3,0,0,0,1,0,2,1,0,4,1,0,1,2163,2163,3,5,0,1,1,0,5,0,0,6,0,0,0
2163,0,0,0,0,0,0,0,0,4,1,5,3,8,0,2,0,10,2,1,4,1,0,0,3,1,1,1,0,3,2,0,4,2164,2164,2,4,0,1,1,4,4,3,1,5,0,1,2
2164,0,6,0,4,4,0,0,0,7,1,2,3,9,2,1,0,2,5,0,4,4,0,0,4,2,2,1,0,4,0,0,3,2165,2165,3,5,0,0,1,0,4,1,1,6,0,0,1
2165,0,6,0,0,4,0,0,0,3,0,8,2,9,2,4,0,8,1,0,2,1,0,0,4,3,0,0,0,2,0,0,2,2166,2166,0,2,0,1,1,0,1,7,0,7,0,2,7
2166,0,0,0,0,3,0,0,0,6,3,2,3,4,2,5,0,3,4,1,4,2,0,0,4,1,2,0,0,2,0,0,1,2167,2167,2,6,0,1,1,0,5,1,2,7,1,1,1
2167,0,0,0,0,3,0,0,0,3,5,7,3,8,2,1,0,8,2,0,2,1,0,0,3,2,2,0,0,5,2,0,0,2168,2168,1,4,0,2,1,0,4,1,0,7,0,0,0
2168,0,5,0,0,0,0,0,0,6,3,4,3,1,0,5,0,3,4,2,2,2,0,0,4,1,3,1,0,4,0,0,1,2169,2169,2,4,0,2,1,0,2,2,1,6,0,1,3
2169,0,0,0,0,0,0,0,0,8,0,0,3,9,0,0,0,2,2,0,7,6,0,0,3,0,0,0,0,0,0,0,2,2170,2170,6,5,0,2,1,0,7,0,2,7,0,2,0
2170,0,6,0,0,4,0,0,0,1,3,9,2,0,2,3,0,6,2,0,0,0,0,0,2,4,2,0,0,7,2,0,0,2171,2171,0,3,0,2,2,0,0,3,0,7,0,0,2
2171,0,6,0,0,3,0,0,0,6,2,7,3,7,2,2,0,8,2,2,0,0,0,0,4,0,0,0,0,5,0,0,4,2172,2172,0,4,0,0,2,0,4,4,0,5,0,2,0
2172,0,0,0,0,0,0,0,0,3,4,8,2,1,0,5,0,7,1,1,2,0,0,0,4,3,4,1,0,3,0,0,0,2173,2173,0,3,0,1,1,0,1,4,1,5,0,0,6
2173,0,6,2,0,0,0,0,0,8,0,5,3,9,0,2,0,1,2,1,6,4,0,0,5,0,0,1,0,3,2,0,3,2174,2174,4,5,0,0,1,0,3,2,2,6,0,0,3
2174,0,0,0,0,3,0,0,0,3,2,7,3,7,2,3,0,8,1,1,2,1,0,0,4,1,2,1,0,3,1,0,4,2175,2175,2,4,0,2,1,0,3,4,0,4,1,1,3
2175,0,0,0,0,4,0,0,0,5,3,4,3,8,0,2,0,9,4,0,2,2,0,0,2,0,0,0,0,4,0,0,2,2176,2176,2,6,0,0,1,0,2,1,3,7,1,0,0
2176,0,5,0,0,0,0,0,0,4,4,5,2,4,0,4,0,3,3,2,2,1,0,0,4,3,3,1,0,4,0,0,1,2177,2177,1,3,0,1,1,0,3,2,1,6,0,1,3
2177,0,6,0,0,0,0,0,0,3,3,7,3,5,0,3,0,8,2,1,2,0,0,0,4,1,1,0,0,5,3,0,3,2178,2178,1,4,0,1,1,0,1,2,2,6,0,0,2
2178,0,0,0,0,0,0,0,0,3,0,7,3,5,0,5,0,8,3,0,1,0,0,0,1,2,3,0,0,4,0,0,2,2179,2179,0,3,0,0,2,3,2,6,0,5,0,0,3
2179,0,6,0,0,0,0,0,0,4,4,5,2,4,0,4,0,9,3,2,2,1,0,0,4,3,3,1,0,4,0,0,1,2180,2180,1,3,0,1,1,0,3,2,1,6,0,1,3
2180,0,6,0,0,0,0,0,0,6,3,3,3,3,0,4,0,3,5,1,4,2,0,0,2,1,2,1,0,4,0,0,1,2181,2181,2,4,0,2,1,0,4,1,1,7,0,0,1
2181,0,5,0,0,3,0,0,0,6,2,6,2,4,0,5,0,8,1,2,2,0,0,0,5,3,1,0,0,5,5,0,5,2182,2182,1,4,0,2,2,0,1,3,2,4,0,0,2
2182,0,0,0,0,0,0,0,0,3,2,5,4,7,0,4,0,8,5,1,0,0,0,0,1,0,0,0,0,7,0,0,4,2183,2183,0,4,0,1,2,3,2,2,1,5,0,0,1
2183,0,0,0,0,1,0,0,0,2,4,4,2,0,2,5,0,5,3,0,0,3,0,0,0,5,5,0,0,0,0,0,2,2184,2184,0,1,0,0,1,0,0,2,0,3,0,0,9
2184,0,5,0,0,4,0,0,0,4,0,9,1,3,0,4,0,8,9,1,4,0,0,0,3,6,1,1,0,3,0,0,2,2185,2185,0,2,0,1,1,0,0,0,0,6,0,0,6
2185,0,6,0,0,0,0,0,0,1,4,6,3,3,0,1,0,7,3,1,2,0,0,0,3,1,4,0,0,3,0,0,0,2186,2186,1,2,0,0,1,0,1,2,1,5,0,0,6
2186,5,0,0,0,0,0,0,0,3,3,5,3,9,0,5,0,8,2,0,0,0,0,0,3,0,0,0,0,5,0,0,0,2187,2187,0,4,0,0,1,0,4,5,0,9,0,0,1
2187,0,0,0,0,2,0,0,0,1,2,5,2,2,1,3,0,7,4,0,0,2,0,0,4,4,3,0,0,2,0,0,0,2188,2188,2,3,0,1,1,0,2,3,0,6,0,0,5
2188,0,0,0,0,0,0,0,0,3,4,9,2,0,0,5,0,8,0,0,0,0,0,0,7,0,4,0,0,4,0,0,0,2189,2189,0,3,1,0,1,0,2,5,0,5,0,0,4
2189,0,0,0,3,0,0,0,0,2,3,7,3,1,2,5,0,5,2,1,1,1,0,0,2,1,5,1,0,5,0,0,2,2190,2190,0,3,0,2,1,0,1,4,1,3,0,0,3
2190,0,5,0,0,0,0,0,0,3,1,7,2,1,0,2,0,8,2,1,1,0,0,0,1,4,4,0,0,3,1,0,1,2191,2191,0,3,0,1,2,0,2,6,0,5,0,0,5
2191,0,0,0,0,4,0,0,0,6,2,5,2,9,0,0,0,1,5,1,3,0,0,0,6,2,3,2,0,4,0,0,0,2192,2192,3,4,0,0,1,0,0,0,2,6,0,0,4
2192,0,0,0,0,0,0,0,0,8,2,2,3,9,0,6,0,3,5,0,0,5,0,0,3,0,3,0,0,4,0,0,0,2193,2193,2,4,0,0,1,0,5,0,0,6,0,0,0
2193,0,6,0,0,4,0,0,0,6,1,3,3,7,2,5,0,8,5,0,4,3,0,0,5,0,0,0,0,2,0,0,4,2194,2194,2,8,0,0,1,0,3,2,2,5,3,0,0
2194,0,6,0,0,0,0,0,0,8,1,0,3,8,0,3,0,1,0,0,8,5,0,0,5,0,0,5,0,3,0,0,4,2195,2195,8,6,0,0,1,0,4,0,2,5,0,0,1
2195,0,0,0,0,0,0,0,0,3,3,5,3,6,0,3,0,8,3,1,3,1,4,0,2,1,2,1,0,4,0,0,2,2196,2196,2,4,0,0,1,0,3,2,1,6,1,1,2
2196,0,0,0,0,4,0,0,0,7,2,5,3,8,1,5,0,3,4,2,2,0,0,0,4,1,3,2,0,3,1,0,1,2197,2197,1,4,0,2,1,0,6,1,0,6,0,3,1
2197,0,0,0,0,4,0,0,0,5,3,6,3,7,0,4,0,8,2,0,2,1,0,0,2,3,3,0,0,3,2,0,1,2198,2198,0,3,0,0,1,0,3,4,0,5,0,0,3
2198,0,6,0,0,0,0,0,0,2,4,8,2,1,0,5,0,5,1,1,2,0,0,0,4,3,4,1,0,3,0,0,0,2199,2199,0,3,0,1,1,3,1,4,1,5,0,0,6
2199,0,6,0,4,2,0,0,0,6,1,2,4,8,2,3,0,3,4,1,4,3,0,0,3,0,2,1,0,2,0,0,0,2200,2200,3,5,0,1,1,0,5,2,2,7,1,1,1
2200,5,6,0,0,3,0,0,0,4,0,0,4,5,2,4,0,10,0,1,4,5,0,0,4,2,1,1,0,0,4,0,2,2201,2201,0,6,0,1,1,0,9,0,0,6,0,5,0
2201,0,0,0,0,0,0,0,0,6,1,1,2,6,0,5,0,1,3,0,5,4,0,0,7,2,0,2,0,3,0,0,0,2202,2202,5,3,0,0,1,0,3,1,0,9,0,2,5
2202,0,6,0,0,0,0,0,0,8,0,4,4,9,0,5,0,3,3,0,2,2,0,0,3,0,0,2,0,5,0,0,0,2203,2203,2,4,0,2,1,0,4,5,0,9,0,0,0
2203,0,0,0,0,0,0,0,0,6,0,4,2,2,0,4,0,1,2,0,5,2,0,0,4,3,3,0,0,2,3,0,2,2204,2204,5,4,0,2,1,0,5,0,0,5,0,0,3
2204,0,0,0,0,3,0,0,0,6,1,5,4,9,2,2,0,3,7,2,3,2,0,0,1,1,0,0,0,4,0,0,0,2205,2205,1,4,0,0,1,0,4,2,0,9,0,0,2
2205,0,6,0,0,5,1,0,0,4,1,3,3,9,0,2,0,10,2,0,7,0,0,0,1,3,3,0,0,5,4,0,3,2206,2206,3,4,0,0,1,0,4,0,0,3,0,0,1
2206,0,0,0,0,4,0,0,0,5,3,5,3,5,2,4,0,9,0,1,2,0,0,0,3,2,3,1,0,5,0,0,1,2207,2207,2,3,0,2,1,0,3,5,0,5,0,0,2
2207,0,0,0,0,0,0,0,0,1,4,5,4,9,0,0,0,7,3,1,2,0,0,0,1,2,3,2,0,4,0,0,2,2208,2208,2,5,0,0,1,0,4,2,1,5,0,1,0
2208,0,0,0,0,2,0,0,0,4,2,3,2,3,2,4,0,3,3,0,3,2,0,0,5,2,0,2,0,3,0,0,2,2209,2209,2,6,0,0,1,0,3,2,1,7,2,1,2
2209,0,0,0,0,0,0,0,0,3,5,5,1,1,0,5,0,5,1,2,1,1,0,0,3,6,4,2,0,3,0,0,0,2210,2210,1,2,0,1,1,0,1,3,1,5,0,0,6
2210,0,0,0,5,0,0,0,0,1,5,5,3,0,0,5,0,7,2,2,0,0,0,0,2,3,6,2,0,2,0,0,0,2211,2211,0,2,0,0,1,0,0,2,0,3,0,0,7
2211,0,6,0,0,0,0,0,0,3,2,4,3,6,0,4,0,8,1,2,4,2,0,0,5,0,1,0,0,5,0,0,4,2212,2212,4,6,0,1,1,0,2,4,0,5,2,0,1
2212,0,5,0,6,4,0,0,0,8,2,3,3,6,2,3,0,2,4,1,3,3,0,0,3,2,2,2,0,3,0,1,2,2213,2213,3,5,0,1,2,0,4,1,2,6,1,1,2
2213,0,0,0,0,6,0,0,0,6,0,2,2,9,0,0,0,1,2,0,9,4,0,0,6,1,0,1,0,0,0,0,4,2214,2214,6,5,0,4,1,0,8,2,1,5,0,0,0
2214,0,6,0,0,4,0,0,0,6,2,5,3,4,2,5,0,1,2,1,2,2,0,0,3,2,3,0,0,2,0,0,1,2215,2215,3,4,0,1,1,0,4,3,1,5,0,0,3
2215,0,0,0,0,0,0,0,0,1,2,9,3,0,0,3,0,7,2,1,2,0,0,0,0,0,3,1,0,5,1,0,1,2216,2216,2,3,0,1,1,0,0,3,0,6,0,1,4
2216,0,6,0,0,4,0,0,0,6,2,3,2,8,2,0,0,1,5,0,2,0,0,0,6,1,0,2,0,6,0,1,2,2217,2217,3,5,1,0,1,0,1,0,0,7,2,0,1
2217,0,6,0,4,2,0,0,0,6,5,0,2,3,2,5,0,1,0,0,6,0,0,0,9,0,0,0,0,4,0,0,2,2218,2218,0,5,0,0,1,0,4,0,1,7,0,5,2
2218,0,0,0,0,1,0,0,0,3,0,7,2,0,0,2,0,8,9,0,0,2,0,0,4,4,4,0,0,0,0,0,2,2219,2219,0,2,0,2,1,0,0,0,0,4,0,0,9
2219,0,6,0,0,3,0,0,0,3,1,7,2,1,2,2,0,8,2,1,1,0,0,0,1,4,4,0,0,3,1,0,1,2220,2220,0,3,0,1,2,0,2,6,0,5,0,0,5
2220,0,0,0,0,2,0,0,0,1,0,9,3,0,2,2,0,7,2,0,0,0,0,0,4,0,2,0,0,4,0,0,0,2221,2221,0,4,0,0,1,0,2,7,2,7,0,0,3
2221,0,6,0,0,0,0,0,0,5,4,4,3,9,0,2,0,9,0,1,2,0,0,0,5,0,3,1,0,4,0,0,1,2222,2222,0,4,0,1,1,0,3,5,1,6,0,0,3
2222,0,0,0,0,2,0,0,0,8,3,5,2,6,2,2,0,2,4,0,4,2,0,0,3,3,0,6,0,0,0,0,0,2223,2223,3,5,0,0,2,0,9,0,0,9,0,0,0
2223,6,6,0,0,2,0,0,0,2,6,6,2,3,2,5,0,5,2,1,0,1,0,0,2,4,2,0,0,3,0,0,2,2224,2224,0,3,0,1,1,0,3,2,0,6,0,0,4
2224,0,6,0,0,4,0,0,0,3,5,6,3,9,2,0,0,8,0,2,0,3,0,0,4,0,5,2,0,0,0,0,2,2225,2225,4,9,0,0,2,3,0,0,0,2,5,0,4
2225,0,0,0,0,0,0,0,0,4,2,2,3,0,0,4,0,3,7,0,0,0,0,0,4,2,0,0,0,5,0,0,0,2226,2226,0,3,0,0,1,3,0,0,0,9,0,0,4
2226,0,0,0,0,0,0,0,0,6,2,2,2,7,2,2,0,1,1,0,4,2,0,0,6,1,2,2,0,1,1,0,0,2227,2227,5,5,0,5,3,0,8,0,0,7,0,2,1
2227,0,0,0,0,0,1,0,0,6,0,5,4,4,0,5,0,8,3,2,1,0,0,0,4,0,2,0,0,0,0,0,2,2228,2228,4,7,0,1,1,0,4,3,5,6,0,0,0
2228,0,6,0,0,0,0,0,0,3,6,6,2,6,0,3,0,8,2,1,1,1,0,0,5,3,3,2,0,6,0,0,1,2229,2229,1,3,0,2,1,0,1,2,1,6,0,0,2
2229,0,6,0,0,2,0,0,0,1,6,9,2,0,1,4,0,7,3,0,0,0,0,0,3,4,3,0,0,5,0,0,0,2230,2230,0,3,0,3,1,0,3,0,0,6,0,0,2
2230,0,6,0,0,0,0,0,0,6,0,0,3,9,0,9,0,8,0,0,9,4,0,0,5,0,0,0,0,0,0,0,9,2231,2231,9,6,0,0,1,0,5,0,4,0,0,0,0
2231,0,0,0,0,0,0,0,0,2,1,5,2,1,0,3,0,5,4,0,0,2,0,0,1,6,4,0,0,2,0,0,0,2232,2232,2,3,0,1,1,0,2,3,0,5,0,0,5
2232,0,5,0,0,0,0,0,0,3,2,3,2,6,0,5,0,5,4,1,1,0,0,0,4,3,3,2,0,5,0,0,1,2233,2233,1,3,0,2,1,0,2,3,0,5,0,0,3
2233,0,0,0,3,0,0,0,0,7,3,4,3,5,0,5,0,3,3,1,4,4,0,0,4,0,0,1,0,3,0,0,2,2234,2234,4,4,0,0,1,0,5,0,0,7,0,0,1
2234,0,0,0,0,4,0,0,0,4,2,4,2,2,2,4,0,8,7,2,0,0,0,0,4,4,2,0,0,5,0,0,0,2235,2235,0,3,0,2,1,0,0,0,0,7,0,0,4
2235,0,6,0,0,3,0,0,0,8,2,3,4,7,0,0,0,2,4,0,6,3,0,0,2,2,0,0,0,5,0,0,3,2236,2236,2,5,0,0,1,0,0,3,2,6,1,0,2
2236,0,0,0,0,0,0,0,0,4,2,5,2,9,0,3,0,9,2,0,2,0,0,0,3,0,2,0,0,0,3,0,1,2237,2237,0,4,0,1,1,0,6,3,0,7,0,0,3
2237,0,6,0,0,0,0,0,0,1,2,3,2,1,0,2,0,6,6,1,5,2,0,0,3,4,3,1,0,3,0,0,1,2238,2238,1,4,0,1,1,2,1,1,2,6,0,0,5
2238,0,6,2,0,4,0,0,0,4,3,6,3,6,2,2,0,10,3,1,3,0,0,0,5,1,2,0,0,7,2,0,2,2239,2239,2,3,0,1,1,2,1,2,1,6,0,0,2
2239,0,6,0,0,4,0,0,0,7,2,2,3,9,2,5,0,3,3,3,7,5,0,0,4,0,0,4,0,3,0,0,3,2240,2240,5,7,0,0,1,0,4,1,3,6,1,0,0
2240,0,6,0,0,4,0,0,0,7,2,1,3,7,2,3,0,2,4,1,4,3,0,0,5,0,2,1,0,2,0,0,0,2241,2241,2,6,0,1,1,0,5,1,2,7,1,1,1
2241,0,0,0,0,3,0,0,0,3,0,4,2,6,0,3,0,8,7,0,3,0,0,0,6,0,2,2,0,4,0,0,0,2242,2242,2,4,0,0,1,0,4,0,0,7,0,0,2
2242,0,6,0,0,6,0,0,0,4,2,3,3,5,0,4,0,10,3,1,5,2,5,0,3,2,1,1,0,2,1,0,2,2243,2243,3,5,0,1,1,0,4,2,1,6,1,1,2
2243,0,6,0,0,4,0,0,0,3,1,6,4,8,0,3,0,8,2,0,1,2,0,0,1,1,1,0,0,3,1,0,1,2244,2244,0,3,0,0,1,0,3,6,0,8,0,0,3
2244,0,6,0,0,0,0,0,0,1,1,2,2,7,0,2,0,6,2,1,4,3,0,0,6,2,2,1,0,4,1,0,0,2245,2245,3,4,0,1,1,0,3,2,2,7,0,3,2
2245,0,0,0,0,6,0,0,0,3,2,4,2,5,0,3,0,1,3,1,3,2,0,0,4,3,3,0,0,2,1,0,1,2246,2246,3,3,0,2,1,0,3,2,1,6,0,1,4
2246,0,6,0,0,3,0,0,0,6,1,5,3,6,2,1,0,3,2,0,4,0,0,0,4,0,1,0,0,0,2,0,2,2247,2247,3,6,0,0,1,0,7,2,2,6,0,1,0
2247,0,6,0,0,0,0,0,0,3,7,7,2,2,0,4,0,8,2,2,2,0,0,0,2,4,6,0,0,2,0,0,2,2248,2248,1,2,0,2,1,0,0,0,0,2,0,0,7
2248,0,0,0,0,3,0,0,0,3,3,8,3,6,0,5,0,8,1,3,0,0,0,0,3,0,0,0,0,5,0,0,3,2249,2249,0,3,0,3,2,0,2,6,1,6,0,0,3
2249,0,0,0,0,0,0,0,0,7,1,2,4,8,2,2,0,2,3,1,5,3,0,0,3,0,1,2,0,4,0,0,0,2250,2250,4,4,0,1,1,3,4,2,1,8,1,1,1
2250,0,0,0,0,4,0,0,0,8,2,0,3,9,0,4,0,2,4,0,5,3,0,0,5,0,0,5,0,3,2,0,0,2251,2251,2,5,0,0,1,0,6,2,0,9,0,0,0
2251,0,0,0,0,0,0,0,0,5,3,5,3,2,0,4,0,9,2,1,2,1,0,0,1,2,4,0,0,5,0,0,1,2252,2252,1,3,0,0,1,0,2,3,0,5,0,1,3
2252,0,6,0,0,4,0,0,0,7,1,2,3,7,2,1,0,2,3,0,7,0,0,0,1,0,0,0,0,3,0,0,3,2253,2253,5,5,0,0,1,0,3,2,2,6,0,0,2
2253,0,0,0,0,3,0,0,0,8,0,1,2,8,0,2,0,1,0,0,9,7,0,0,8,1,0,0,0,0,0,0,3,2254,2254,5,8,0,2,1,0,5,1,4,6,0,4,1
2254,0,0,0,0,3,0,0,0,4,3,7,3,6,0,4,0,10,0,0,2,0,0,0,3,2,3,0,0,4,3,0,2,2255,2255,0,2,0,1,1,0,0,3,0,5,0,0,5
2255,0,0,0,0,4,0,0,0,5,5,8,3,2,1,3,0,8,3,1,1,0,0,0,3,2,5,0,0,3,0,0,0,2256,2256,1,4,0,0,1,3,1,2,3,4,0,0,3
2256,0,0,0,5,3,0,0,0,4,2,2,2,5,2,6,0,5,5,2,2,4,0,0,3,4,3,1,0,2,0,0,1,2257,2257,2,4,0,1,1,0,3,1,2,5,0,1,3
2257,0,0,0,0,4,0,0,0,5,5,7,2,3,2,3,0,9,2,1,1,0,0,0,2,2,3,0,0,1,1,0,2,2258,2258,0,2,0,1,2,0,1,3,0,5,0,0,8
2258,0,0,0,0,3,0,0,0,3,1,8,2,4,0,7,0,8,2,2,0,0,0,0,3,3,0,0,0,2,0,0,4,2259,2259,0,3,0,1,1,0,5,7,0,5,0,0,3
2259,0,0,0,0,2,0,0,0,7,0,3,4,9,0,4,0,2,9,1,4,4,0,0,3,0,1,1,0,3,0,0,2,2260,2260,0,8,0,1,1,0,2,0,2,6,2,0,0
2260,0,0,0,0,0,0,0,0,7,0,4,4,7,0,2,0,3,7,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2261,2261,2,8,0,2,2,0,4,1,5,9,0,0,0
2261,0,6,0,0,0,0,0,0,3,0,8,2,9,0,4,0,8,1,0,2,1,0,0,4,3,0,0,0,2,0,0,2,2262,2262,0,2,0,1,1,0,1,7,0,7,0,2,7
2262,0,6,0,0,0,0,0,0,6,2,4,3,3,0,6,0,3,5,0,0,4,0,0,5,0,1,0,0,3,0,0,0,2263,2263,3,4,0,0,1,0,2,2,2,8,0,0,3
2263,0,6,0,0,2,0,0,0,4,6,8,3,0,0,2,0,9,1,0,4,0,0,0,3,1,2,0,0,6,0,0,0,2264,2264,0,2,0,0,1,0,1,2,0,7,0,0,3
2264,0,0,0,0,5,0,0,0,3,1,3,2,8,0,3,0,1,2,1,4,4,0,0,5,2,3,1,0,2,0,0,1,2265,2265,4,6,0,2,1,0,4,2,3,5,1,2,1
2265,0,0,0,0,0,0,0,0,8,2,6,2,2,0,5,0,2,4,1,4,2,0,0,6,2,4,1,0,3,0,0,1,2266,2266,2,4,0,2,1,0,3,1,1,5,0,1,4
2266,0,6,0,0,4,1,0,0,8,1,8,5,8,0,3,0,2,1,1,3,0,0,0,1,0,2,1,0,0,1,0,1,2267,2267,8,5,0,1,1,0,9,0,0,6,0,0,0
2267,0,6,0,0,0,0,0,0,6,0,4,1,8,0,3,0,1,2,0,7,2,0,0,2,7,4,1,0,2,0,0,0,2268,2268,6,3,0,0,1,0,4,2,0,5,0,0,4
2268,0,6,0,0,4,0,0,0,5,1,5,3,8,2,5,0,8,4,2,1,0,0,0,2,2,2,0,0,1,0,0,2,2269,2269,0,5,0,0,1,0,0,4,4,6,0,0,4
2269,4,6,0,0,0,0,0,0,1,3,5,3,0,0,3,0,7,5,1,2,0,0,0,4,1,1,0,0,4,0,0,0,2270,2270,0,3,0,3,1,0,2,2,0,8,0,0,4
2270,0,0,0,0,0,0,0,0,3,1,4,3,6,0,5,0,8,2,1,4,2,0,0,4,1,1,1,0,2,2,0,2,2271,2271,3,4,0,1,1,4,3,3,2,7,0,0,3
2271,0,0,0,0,0,0,0,0,3,2,5,3,1,0,6,0,8,3,0,0,0,0,0,3,3,4,0,0,0,0,0,0,2272,2272,1,4,0,2,1,0,9,5,0,5,0,0,0
2272,0,0,0,0,0,0,0,0,6,4,6,3,8,0,5,0,3,2,1,2,2,0,0,3,3,5,0,0,4,1,0,0,2273,2273,2,4,0,2,1,0,3,3,1,4,1,0,2
2273,0,6,0,0,4,1,0,0,7,5,5,3,9,0,4,0,2,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2274,2274,0,3,0,0,1,0,2,0,0,9,0,0,5
2274,0,6,0,0,3,0,0,0,8,0,1,3,9,0,2,0,1,2,0,4,4,0,0,6,1,0,0,0,2,0,0,3,2275,2275,7,5,0,2,1,0,7,0,1,6,0,0,0
2275,0,0,0,0,4,0,0,0,6,2,2,3,3,2,4,0,3,4,1,3,3,0,0,3,2,2,2,0,3,1,0,1,2276,2276,3,4,0,2,1,0,5,2,1,7,0,1,1
2276,0,6,0,0,0,0,0,0,6,1,1,3,2,0,5,0,3,5,2,4,4,0,0,4,1,2,1,0,4,0,0,1,2277,2277,3,4,0,2,2,0,5,2,1,7,0,0,1
2277,0,0,0,0,0,0,0,0,3,1,4,3,6,0,3,0,8,2,1,4,2,0,0,3,2,1,1,0,2,2,0,2,2278,2278,3,4,0,1,1,3,3,2,2,6,1,1,3
2278,0,6,0,0,2,0,0,0,6,1,1,3,2,1,3,0,3,6,1,3,1,0,0,3,1,1,1,0,5,0,0,2,2279,2279,3,4,0,2,1,0,4,1,1,7,0,0,1
2279,0,0,0,0,5,1,0,0,1,2,6,3,5,0,3,0,7,2,1,2,2,0,0,3,3,2,1,0,5,1,0,1,2280,2280,1,3,0,1,1,0,2,4,0,6,0,1,3
2280,0,0,0,0,0,0,0,0,6,4,4,2,9,0,4,0,3,1,0,5,1,0,0,3,4,0,0,0,2,1,0,3,2281,2281,1,5,0,0,1,0,7,3,1,6,1,0,0
2281,0,0,0,4,2,0,0,0,1,0,1,1,1,0,3,0,6,4,1,2,4,0,0,4,5,3,1,0,4,0,0,1,2282,2282,5,3,0,2,1,0,0,0,0,6,0,0,5
